id,e0,e1,e2,e3,e4,e5,e6,e8,e7,e9,cat3
TEST_04706,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_04707,73,73,73,73,37,37,97,37,97,37,"야영장,오토캠핑장"
TEST_04708,44,44,44,44,44,44,44,44,44,44,박물관
TEST_04709,77,77,77,77,77,77,77,77,77,77,온천/욕장/스파
TEST_04710,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04711,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04712,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_04713,118,118,118,118,118,118,118,118,118,118,한식
TEST_04714,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04715,115,115,115,115,115,115,115,115,115,115,펜션
TEST_04716,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04717,69,69,69,69,69,69,8,69,69,69,승마
TEST_04718,118,118,118,118,118,118,118,118,118,118,한식
TEST_04719,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_04720,97,97,97,97,97,97,97,97,97,97,전시관
TEST_04721,120,120,120,120,120,120,120,120,120,120,항구/포구
TEST_04722,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_04723,38,3,38,3,3,38,3,3,3,3,강
TEST_04724,44,44,44,44,44,44,44,44,44,44,박물관
TEST_04725,61,61,61,61,61,61,61,61,61,61,수목원
TEST_04726,111,111,111,84,111,84,84,111,84,111,유원지
TEST_04727,118,118,118,118,118,118,118,118,118,118,한식
TEST_04728,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04729,118,118,118,118,118,118,118,118,118,118,한식
TEST_04730,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_04731,11,84,84,84,84,11,84,84,84,84,유원지
TEST_04732,4,4,4,4,4,4,4,4,4,4,게스트하우스
TEST_04733,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_04734,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04735,118,118,118,118,118,118,118,118,118,118,한식
TEST_04736,0,0,0,0,0,0,0,0,0,0,5일장
TEST_04737,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_04738,118,118,118,118,118,118,118,118,118,118,한식
TEST_04739,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04740,115,115,115,115,115,115,115,115,115,115,펜션
TEST_04741,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04742,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_04743,3,3,3,3,3,3,3,3,3,3,강
TEST_04744,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04745,118,118,118,118,118,118,118,118,118,118,한식
TEST_04746,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04747,118,118,118,118,118,118,118,118,118,118,한식
TEST_04748,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04749,118,118,118,118,118,118,118,118,118,118,한식
TEST_04750,77,77,77,77,77,77,77,77,77,77,온천/욕장/스파
TEST_04751,93,93,93,93,93,93,93,93,93,93,자연생태관광지
TEST_04752,20,20,20,39,39,39,39,39,39,39,민박
TEST_04753,93,93,93,93,93,3,93,93,93,93,자연생태관광지
TEST_04754,118,118,118,118,118,118,118,118,118,118,한식
TEST_04755,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04756,84,84,84,84,84,84,84,84,84,84,유원지
TEST_04757,44,44,44,44,44,44,44,44,44,44,박물관
TEST_04758,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04759,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_04760,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04761,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_04762,118,118,118,118,118,118,118,118,118,118,한식
TEST_04763,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04764,91,91,91,91,91,91,91,91,91,91,일식
TEST_04765,120,120,120,120,120,120,120,120,120,120,항구/포구
TEST_04766,118,118,118,118,118,118,118,118,118,118,한식
TEST_04767,73,73,73,73,73,73,115,73,73,73,"야영장,오토캠핑장"
TEST_04768,97,37,97,37,37,37,37,37,37,37,전시관
TEST_04769,118,118,118,118,118,118,118,118,118,118,한식
TEST_04770,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_04771,118,118,118,118,118,118,118,118,118,118,한식
TEST_04772,8,8,8,8,8,8,8,8,8,8,골프
TEST_04773,41,57,41,57,57,41,57,57,57,57,바/까페
TEST_04774,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04775,41,41,41,23,41,41,41,23,41,23,바/까페
TEST_04776,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04777,118,118,118,118,118,118,118,118,118,118,한식
TEST_04778,57,57,57,57,57,57,57,57,57,57,서양식
TEST_04779,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04780,26,26,26,26,26,26,26,26,26,26,동굴
TEST_04781,118,118,118,118,118,118,118,118,118,118,한식
TEST_04782,5,94,94,94,94,94,94,94,94,94,자연휴양림
TEST_04783,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04784,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04785,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04786,90,90,90,90,90,90,90,33,90,90,일반축제
TEST_04787,90,90,43,105,19,19,19,19,105,19,기타행사
TEST_04788,118,118,118,118,118,118,118,118,118,118,한식
TEST_04789,8,8,8,8,8,8,8,8,8,8,골프
TEST_04790,96,96,96,96,96,96,96,96,96,96,전문상가
TEST_04791,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04792,100,100,100,100,100,100,100,100,100,100,중식
TEST_04793,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_04794,111,111,111,111,111,111,111,111,111,111,테마공원
TEST_04795,118,118,118,118,118,118,118,118,118,118,한식
TEST_04796,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04797,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04798,61,18,18,18,18,52,41,41,41,18,기타
TEST_04799,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04800,0,0,0,0,0,0,0,0,0,0,5일장
TEST_04801,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04802,90,90,43,33,33,33,33,33,33,33,기타행사
TEST_04803,118,118,118,118,118,118,118,118,118,118,한식
TEST_04804,118,118,118,118,118,118,118,118,118,118,한식
TEST_04805,118,118,118,118,118,118,118,118,118,118,한식
TEST_04806,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04807,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04808,5,5,5,5,5,5,5,5,5,5,계곡
TEST_04809,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04810,118,118,118,118,118,118,118,118,118,118,한식
TEST_04811,85,7,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04812,53,53,53,53,53,53,53,53,53,94,자연휴양림
TEST_04813,118,118,118,118,118,118,118,118,118,118,한식
TEST_04814,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04815,38,38,38,38,38,38,38,38,38,38,민물낚시
TEST_04816,53,53,53,53,53,53,53,53,53,53,산
TEST_04817,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04818,37,10,10,97,97,97,37,37,37,97,미술관/화랑
TEST_04819,118,118,118,118,118,118,118,118,118,118,한식
TEST_04820,118,118,118,118,118,118,118,118,118,118,한식
TEST_04821,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04822,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_04823,43,106,106,106,106,106,106,106,106,106,컨벤션센터
TEST_04824,93,3,93,93,93,93,93,93,93,93,자연생태관광지
TEST_04825,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04826,44,44,44,44,44,44,44,44,44,44,박물관
TEST_04827,118,118,118,118,118,118,118,118,118,118,한식
TEST_04828,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04829,97,9,84,92,92,9,92,9,9,9,공연장
TEST_04830,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04831,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04832,42,58,42,42,42,42,42,42,42,42,바다낚시
TEST_04833,100,100,100,100,100,100,100,100,100,100,중식
TEST_04834,58,58,58,58,58,58,58,58,58,58,섬
TEST_04835,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04836,116,53,53,53,53,53,53,53,53,53,산
TEST_04837,127,127,127,127,85,85,85,127,127,127,희귀동.식물
TEST_04838,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04839,118,118,118,118,118,118,118,118,118,118,한식
TEST_04840,77,77,77,77,77,77,77,77,77,77,온천/욕장/스파
TEST_04841,85,85,85,85,85,85,85,84,85,85,유적지/사적지
TEST_04842,20,86,18,86,86,86,86,86,86,86,이색거리
TEST_04843,3,3,3,3,3,3,3,3,3,3,강
TEST_04844,111,111,111,111,111,111,111,111,111,111,테마공원
TEST_04845,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_04846,8,8,8,8,8,8,8,8,8,8,골프
TEST_04847,118,118,118,118,118,118,118,118,118,118,한식
TEST_04848,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04849,53,53,53,53,53,53,53,53,53,53,산
TEST_04850,58,58,21,21,58,58,58,58,58,58,섬
TEST_04851,119,126,115,126,115,115,115,115,115,115,펜션
TEST_04852,3,3,3,3,3,3,3,3,3,3,강
TEST_04853,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04854,38,42,42,42,42,42,42,42,42,42,바다낚시
TEST_04855,118,118,118,118,118,118,118,118,118,118,한식
TEST_04856,119,126,126,119,119,119,119,119,119,119,한옥스테이
TEST_04857,100,100,100,100,100,100,100,100,100,100,중식
TEST_04858,69,69,69,69,69,69,69,69,69,69,승마
TEST_04859,44,44,44,44,44,44,44,44,44,44,박물관
TEST_04860,97,97,97,97,97,97,97,97,97,97,전시관
TEST_04861,115,115,115,115,115,115,115,115,115,115,펜션
TEST_04862,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04863,9,9,9,9,9,9,9,9,9,9,공연장
TEST_04864,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04865,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04866,8,8,8,8,8,8,8,8,8,8,골프
TEST_04867,55,55,55,55,55,55,7,7,55,7,유적지/사적지
TEST_04868,80,104,104,104,104,104,104,104,104,104,카트
TEST_04869,116,116,116,116,116,116,116,116,116,116,폭포
TEST_04870,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04871,118,118,118,118,118,118,118,118,118,118,한식
TEST_04872,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04873,118,118,118,118,118,118,118,118,118,118,한식
TEST_04874,118,118,118,118,118,118,118,118,118,118,한식
TEST_04875,91,91,91,91,91,91,91,91,91,91,일식
TEST_04876,119,119,115,119,31,31,31,31,31,31,모텔
TEST_04877,44,97,97,97,97,18,44,97,97,97,전시관
TEST_04878,31,31,31,119,31,119,119,119,31,119,한옥스테이
TEST_04879,97,97,97,6,97,97,97,97,97,97,전시관
TEST_04880,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04881,25,25,25,25,25,25,25,25,25,25,도서관
TEST_04882,115,115,115,115,115,115,115,115,115,115,펜션
TEST_04883,118,118,118,118,118,118,118,118,118,118,한식
TEST_04884,96,96,96,96,96,96,96,96,96,96,전문상가
TEST_04885,118,118,118,118,118,118,118,118,118,118,한식
TEST_04886,31,31,115,31,31,31,31,115,31,115,모텔
TEST_04887,91,91,91,91,91,91,91,91,91,91,일식
TEST_04888,23,96,23,23,96,96,96,96,23,23,대형서점
TEST_04889,118,86,115,12,12,118,118,86,86,12,이색거리
TEST_04890,80,80,80,80,80,80,80,80,80,80,윈드서핑/제트스키
TEST_04891,31,31,31,31,31,31,31,31,31,31,모텔
TEST_04892,5,5,5,5,5,5,5,5,5,5,계곡
TEST_04893,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_04894,11,84,84,84,84,84,84,84,84,84,유원지
TEST_04895,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04896,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_04897,21,21,21,21,21,21,21,21,21,21,다리/대교
TEST_04898,31,31,31,31,31,31,31,31,31,31,모텔
TEST_04899,40,20,86,40,85,85,40,16,40,16,농.산.어촌 체험
TEST_04900,28,28,28,28,28,28,28,28,28,28,등대
TEST_04901,99,99,99,99,99,99,99,99,99,99,종교성지
TEST_04902,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_04903,118,118,118,118,118,118,118,118,118,118,한식
TEST_04904,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04905,0,0,0,0,0,0,0,0,0,0,5일장
TEST_04906,20,20,20,72,20,20,20,20,20,20,농.산.어촌 체험
TEST_04907,118,118,118,118,118,118,118,118,118,118,한식
TEST_04908,114,114,114,114,114,114,114,114,114,114,패밀리레스토랑
TEST_04909,37,96,37,37,37,37,37,37,37,37,미술관/화랑
TEST_04910,80,77,77,77,77,77,77,77,77,77,온천/욕장/스파
TEST_04911,118,118,118,118,118,118,118,118,118,118,한식
TEST_04912,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04913,55,55,55,55,55,55,55,55,55,55,생가
TEST_04914,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04915,11,84,11,11,84,11,84,84,84,84,유원지
TEST_04916,31,119,31,119,31,119,119,119,119,119,한옥스테이
TEST_04917,118,118,118,118,118,118,118,118,118,118,한식
TEST_04918,118,118,118,118,118,118,118,118,118,118,한식
TEST_04919,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04920,118,118,118,118,118,118,118,118,118,118,한식
TEST_04921,118,118,118,118,118,118,118,118,118,118,한식
TEST_04922,115,115,115,115,115,115,115,115,115,115,펜션
TEST_04923,3,3,3,3,3,3,3,3,3,3,강
TEST_04924,118,118,118,118,118,118,118,118,118,118,한식
TEST_04925,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04926,118,86,86,86,86,86,86,86,86,86,이색거리
TEST_04927,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04928,53,53,53,53,53,53,53,53,53,53,산
TEST_04929,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04930,96,96,96,96,96,96,96,96,96,96,전문상가
TEST_04931,37,37,37,37,37,37,37,37,37,37,미술관/화랑
TEST_04932,115,115,115,115,115,115,115,115,115,115,펜션
TEST_04933,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04934,118,118,118,118,118,118,118,118,118,118,한식
TEST_04935,111,111,111,111,111,111,111,111,111,111,테마공원
TEST_04936,118,118,118,118,118,118,118,118,118,118,한식
TEST_04937,118,118,118,118,118,118,118,118,118,118,한식
TEST_04938,4,4,4,4,4,4,4,4,4,4,게스트하우스
TEST_04939,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04940,9,9,35,9,9,35,9,9,35,35,공연장
TEST_04941,5,5,5,5,5,5,5,5,5,5,계곡
TEST_04942,115,115,115,115,115,115,115,115,115,115,펜션
TEST_04943,120,120,120,120,120,120,120,120,120,120,항구/포구
TEST_04944,114,114,114,114,114,114,114,114,114,114,패밀리레스토랑
TEST_04945,90,9,19,75,19,75,75,98,75,98,연극
TEST_04946,38,38,38,38,38,38,38,38,38,38,민물낚시
TEST_04947,11,11,11,11,11,11,11,11,11,11,공원
TEST_04948,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_04949,91,91,91,91,91,91,91,91,91,91,일식
TEST_04950,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_04951,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_04952,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04953,11,61,61,11,93,61,93,61,93,61,유원지
TEST_04954,118,100,118,118,118,118,118,118,118,118,한식
TEST_04955,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_04956,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_04957,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04958,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04959,77,74,74,74,74,74,74,74,74,74,약수터
TEST_04960,44,44,44,44,44,44,44,44,44,44,박물관
TEST_04961,118,118,118,118,118,118,118,118,118,118,한식
TEST_04962,120,120,120,120,120,120,120,120,120,120,항구/포구
TEST_04963,119,119,119,119,119,119,119,119,119,119,한옥스테이
TEST_04964,118,118,118,118,118,118,118,118,118,118,한식
TEST_04965,21,21,21,21,85,85,85,85,85,85,유적지/사적지
TEST_04966,118,118,118,118,118,118,118,118,118,118,한식
TEST_04967,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04968,5,5,5,5,5,5,5,5,5,5,계곡
TEST_04969,118,118,118,118,118,118,118,118,118,118,한식
TEST_04970,100,100,100,100,100,100,100,100,100,100,중식
TEST_04971,5,5,5,5,5,5,5,5,5,5,계곡
TEST_04972,20,20,86,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_04973,120,120,120,120,120,120,120,120,120,120,항구/포구
TEST_04974,97,86,86,97,93,93,93,97,97,97,자연생태관광지
TEST_04975,25,25,25,25,25,25,25,25,25,25,도서관
TEST_04976,5,5,5,5,5,5,5,5,5,5,계곡
TEST_04977,118,118,118,118,118,118,118,118,118,118,한식
TEST_04978,93,112,93,93,93,93,93,93,93,93,자연생태관광지
TEST_04979,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_04980,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04981,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04982,37,37,37,37,37,37,37,37,37,37,미술관/화랑
TEST_04983,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04984,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04985,118,118,118,118,118,118,118,118,118,118,한식
TEST_04986,111,111,111,111,111,111,111,111,111,111,테마공원
TEST_04987,118,118,118,118,118,118,118,118,118,118,한식
TEST_04988,118,118,118,118,118,118,118,118,118,118,한식
TEST_04989,93,93,93,93,93,93,93,93,93,93,자연생태관광지
TEST_04990,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04991,115,115,115,115,115,115,115,115,115,115,펜션
TEST_04992,11,11,11,11,11,11,11,11,11,11,공원
TEST_04993,118,118,118,118,118,118,118,118,118,118,한식
TEST_04994,118,118,118,118,118,118,118,118,118,118,한식
TEST_04995,67,67,67,67,67,67,67,67,67,67,스키(보드) 렌탈샵
TEST_04996,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04997,37,37,37,37,37,37,37,37,37,37,미술관/화랑
TEST_04998,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04999,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_05000,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_05001,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05002,34,34,34,34,34,34,34,34,34,34,문화원
TEST_05003,20,20,73,73,73,94,94,94,94,94,자연휴양림
TEST_05004,124,124,47,47,47,47,47,47,47,47,번지점프
TEST_05005,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05006,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05007,5,3,5,5,3,3,3,3,3,3,강
TEST_05008,60,60,60,60,60,60,60,60,60,60,수련시설
TEST_05009,118,118,118,118,118,118,118,118,118,118,한식
TEST_05010,60,60,60,60,60,60,60,60,60,60,수련시설
TEST_05011,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_05012,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05013,58,58,58,20,20,58,39,58,58,58,섬
TEST_05014,118,118,118,118,118,118,118,118,118,118,한식
TEST_05015,31,31,31,31,31,31,31,31,31,31,모텔
TEST_05016,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05017,118,118,118,118,118,118,118,118,118,118,한식
TEST_05018,94,94,94,94,94,94,94,94,94,94,자연휴양림
TEST_05019,37,37,37,37,37,37,37,37,37,37,미술관/화랑
TEST_05020,118,118,118,118,118,118,118,118,118,118,한식
TEST_05021,58,58,58,58,58,58,58,58,58,58,섬
TEST_05022,34,34,34,34,34,34,34,34,34,34,문화원
TEST_05023,118,118,118,118,118,118,118,118,118,118,한식
TEST_05024,58,58,58,58,58,58,58,58,58,58,섬
TEST_05025,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_05026,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_05027,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05028,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05029,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05030,118,118,118,118,118,118,118,118,118,118,한식
TEST_05031,118,118,118,118,118,118,118,118,118,118,한식
TEST_05032,85,20,85,85,85,85,85,85,85,85,유적지/사적지
TEST_05033,118,118,118,118,118,118,118,118,118,118,한식
TEST_05034,73,115,115,73,73,73,73,73,73,73,관광단지
TEST_05035,118,118,118,118,118,118,118,118,118,118,한식
TEST_05036,44,44,44,44,44,44,44,44,44,44,박물관
TEST_05037,7,40,40,7,85,7,40,40,7,40,민속마을
TEST_05038,38,38,38,38,38,38,38,38,38,38,민물낚시
TEST_05039,118,118,118,118,118,118,118,118,118,118,한식
TEST_05040,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_05041,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05042,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_05043,38,38,38,38,38,38,38,38,38,38,민물낚시
TEST_05044,44,44,44,44,44,44,44,44,44,44,박물관
TEST_05045,118,118,118,118,118,118,118,118,118,118,한식
TEST_05046,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_05047,118,118,118,118,118,118,118,118,118,118,한식
TEST_05048,52,52,52,52,52,52,52,52,52,52,사찰
TEST_05049,118,118,118,118,118,118,118,118,118,118,한식
TEST_05050,118,118,118,118,118,118,118,118,118,118,한식
TEST_05051,118,118,118,118,118,118,118,118,118,118,한식
TEST_05052,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05053,118,118,118,118,118,118,118,118,118,118,한식
TEST_05054,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05055,120,120,120,120,120,120,120,120,120,120,항구/포구
TEST_05056,25,25,25,25,25,25,25,25,25,25,도서관
TEST_05057,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_05058,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_05059,61,61,53,53,53,53,53,53,53,53,산
TEST_05060,115,115,115,31,31,31,31,31,31,31,펜션
TEST_05061,114,114,114,114,114,114,114,114,114,114,패밀리레스토랑
TEST_05062,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05063,20,86,86,86,86,86,86,86,86,86,농.산.어촌 체험
TEST_05064,115,115,115,115,115,115,115,115,115,115,펜션
TEST_05065,54,54,54,0,0,0,54,54,54,54,상설시장
TEST_05066,77,87,87,87,87,87,87,87,87,87,이색찜질방
TEST_05067,118,118,118,118,118,118,118,118,118,118,한식
TEST_05068,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05069,118,118,118,118,118,118,118,118,118,118,한식
TEST_05070,59,59,59,59,59,59,59,59,59,59,성
TEST_05071,44,44,44,44,44,44,44,44,44,44,박물관
TEST_05072,118,118,118,118,118,118,118,118,118,118,한식
TEST_05073,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05074,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_05075,52,52,52,52,52,52,52,52,52,52,사찰
TEST_05076,115,115,115,115,115,115,115,115,115,115,펜션
TEST_05077,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_05078,118,118,118,118,118,118,118,118,118,118,한식
