,nomal,focal
4701,기념탑/기념비/전망대,기념탑/기념비/전망대
4702,"야영장,오토캠핑장","야영장,오토캠핑장"
4703,한식,한식
4704,한식,한식
4705,"야영장,오토캠핑장","야영장,오토캠핑장"
4706,이색거리,이색거리
4707,전시관,"야영장,오토캠핑장"
4708,박물관,박물관
4709,온천/욕장/스파,온천/욕장/스파
4710,"야영장,오토캠핑장","야영장,오토캠핑장"
4711,유적지/사적지,유적지/사적지
4712,이색거리,이색거리
4713,한식,한식
4714,"야영장,오토캠핑장","야영장,오토캠핑장"
4715,펜션,펜션
4716,"야영장,오토캠핑장","야영장,오토캠핑장"
4717,승마,승마
4718,한식,한식
4719,해수욕장,해수욕장
4720,전시관,전시관
4721,항구/포구,항구/포구
4722,해수욕장,해수욕장
4723,강,강
4724,박물관,박물관
4725,수목원,수목원
4726,유원지,테마공원
4727,한식,한식
4728,바/까페,바/까페
4729,한식,한식
4730,일반축제,일반축제
4731,공원,유원지
4732,게스트하우스,게스트하우스
4733,트래킹,트래킹
4734,바/까페,바/까페
4735,한식,한식
4736,5일장,5일장
4737,상설시장,상설시장
4738,한식,한식
4739,"야영장,오토캠핑장","야영장,오토캠핑장"
4740,펜션,펜션
4741,바/까페,바/까페
4742,일반축제,일반축제
4743,강,강
4744,사찰,사찰
4745,한식,한식
4746,"야영장,오토캠핑장","야영장,오토캠핑장"
4747,한식,한식
4748,바/까페,바/까페
4749,한식,한식
4750,온천/욕장/스파,온천/욕장/스파
4751,자연생태관광지,자연생태관광지
4752,민박,민박
4753,강,강
4754,한식,한식
4755,사찰,사찰
4756,유원지,유원지
4757,박물관,박물관
4758,바/까페,바/까페
4759,농.산.어촌 체험,농.산.어촌 체험
4760,유적지/사적지,유적지/사적지
4761,트래킹,트래킹
4762,한식,한식
4763,"야영장,오토캠핑장","야영장,오토캠핑장"
4764,일식,일식
4765,항구/포구,항구/포구
4766,한식,한식
4767,"야영장,오토캠핑장","야영장,오토캠핑장"
4768,미술관/화랑,미술관/화랑
4769,한식,한식
4770,유적지/사적지,사찰
4771,한식,한식
4772,골프,골프
4773,바/까페,바/까페
4774,"야영장,오토캠핑장","야영장,오토캠핑장"
4775,바/까페,바/까페
4776,유적지/사적지,유적지/사적지
4777,한식,한식
4778,서양식,서양식
4779,사찰,사찰
4780,동굴,동굴
4781,한식,한식
4782,자연휴양림,자연휴양림
4783,"야영장,오토캠핑장","야영장,오토캠핑장"
4784,유적지/사적지,유적지/사적지
4785,바/까페,바/까페
4786,일반축제,문화관광축제
4787,박람회,기타행사
4788,한식,한식
4789,골프,골프
4790,전문상가,전문상가
4791,유적지/사적지,유적지/사적지
4792,중식,중식
4793,이색거리,이색거리
4794,테마공원,테마공원
4795,바/까페,한식
4796,바/까페,바/까페
4797,사찰,사찰
4798,희귀동.식물,기타
4799,바/까페,바/까페
4800,5일장,5일장
4801,유적지/사적지,유적지/사적지
4802,기타행사,기타행사
4803,한식,한식
4804,한식,한식
4805,한식,한식
4806,"야영장,오토캠핑장","야영장,오토캠핑장"
4807,사찰,사찰
4808,계곡,계곡
4809,바/까페,바/까페
4810,한식,한식
4811,유적지/사적지,유적지/사적지
4812,산,산
4813,한식,한식
4814,"야영장,오토캠핑장","야영장,오토캠핑장"
4815,민물낚시,민물낚시
4816,산,산
4817,"야영장,오토캠핑장","야영장,오토캠핑장"
4818,미술관/화랑,미술관/화랑
4819,한식,한식
4820,한식,한식
4821,"야영장,오토캠핑장","야영장,오토캠핑장"
4822,상설시장,상설시장
4823,컨벤션센터,컨벤션센터
4824,자연생태관광지,자연생태관광지
4825,바/까페,바/까페
4826,박물관,박물관
4827,한식,한식
4828,"야영장,오토캠핑장","야영장,오토캠핑장"
4829,전시관,전시관
4830,"야영장,오토캠핑장","야영장,오토캠핑장"
4831,바/까페,바/까페
4832,바다낚시,바다낚시
4833,중식,중식
4834,섬,섬
4835,"야영장,오토캠핑장","야영장,오토캠핑장"
4836,산,산
4837,희귀동.식물,희귀동.식물
4838,"야영장,오토캠핑장","야영장,오토캠핑장"
4839,한식,한식
4840,온천/욕장/스파,온천/욕장/스파
4841,유적지/사적지,유적지/사적지
4842,이색거리,이색거리
4843,강,강
4844,테마공원,테마공원
4845,상설시장,상설시장
4846,골프,골프
4847,한식,한식
4848,"야영장,오토캠핑장","야영장,오토캠핑장"
4849,산,산
4850,섬,섬
4851,홈스테이,펜션
4852,강,강
4853,사찰,사찰
4854,바다낚시,바다낚시
4855,한식,한식
4856,한옥스테이,한옥스테이
4857,중식,중식
4858,승마,승마
4859,박물관,박물관
4860,전시관,전시관
4861,관광단지,펜션
4862,사찰,사찰
4863,공연장,공연장
4864,"야영장,오토캠핑장","야영장,오토캠핑장"
4865,유적지/사적지,유적지/사적지
4866,골프,골프
4867,생가,생가
4868,복합 레포츠,래프팅
4869,폭포,폭포
4870,바/까페,바/까페
4871,한식,한식
4872,유적지/사적지,유적지/사적지
4873,한식,한식
4874,한식,한식
4875,바/까페,바/까페
4876,모텔,모텔
4877,박물관,박물관
4878,한옥스테이,한옥스테이
4879,전시관,전시관
4880,유적지/사적지,유적지/사적지
4881,도서관,도서관
4882,펜션,펜션
4883,한식,한식
4884,전문상가,전문상가
4885,한식,한식
4886,펜션,모텔
4887,일식,일식
4888,대형서점,대형서점
4889,이색거리,한식
4890,윈드서핑/제트스키,윈드서핑/제트스키
4891,모텔,모텔
4892,계곡,계곡
4893,상설시장,상설시장
4894,유원지,유원지
4895,바/까페,바/까페
4896,해수욕장,해수욕장
4897,다리/대교,다리/대교
4898,모텔,모텔
4899,이색거리,유적지/사적지
4900,자연생태관광지,등대
4901,종교성지,종교성지
4902,이색거리,이색거리
4903,한식,한식
4904,"야영장,오토캠핑장","야영장,오토캠핑장"
4905,상설시장,상설시장
4906,농.산.어촌 체험,이색거리
4907,한식,한식
4908,패밀리레스토랑,패밀리레스토랑
4909,미술관/화랑,미술관/화랑
4910,온천/욕장/스파,온천/욕장/스파
4911,한식,한식
4912,바/까페,바/까페
4913,생가,생가
4914,사찰,사찰
4915,유원지,유원지
4916,콘도미니엄,모텔
4917,한식,한식
4918,한식,한식
4919,유적지/사적지,사찰
4920,한식,한식
4921,한식,한식
4922,펜션,펜션
4923,강,강
4924,한식,한식
4925,사찰,사찰
4926,이색거리,이색거리
4927,"야영장,오토캠핑장","야영장,오토캠핑장"
4928,산,산
4929,유적지/사적지,유적지/사적지
4930,전문상가,전문상가
4931,미술관/화랑,미술관/화랑
4932,펜션,펜션
4933,사찰,사찰
4934,한식,한식
4935,테마공원,테마공원
4936,한식,한식
4937,한식,한식
4938,게스트하우스,게스트하우스
4939,유적지/사적지,유적지/사적지
4940,문화전수시설,문화전수시설
4941,계곡,계곡
4942,펜션,펜션
4943,항구/포구,항구/포구
4944,패밀리레스토랑,패밀리레스토랑
4945,기타행사,기타행사
4946,민물낚시,민물낚시
4947,공원,공원
4948,일반축제,일반축제
4949,일식,일식
4950,일반축제,일반축제
4951,전문상가,상설시장
4952,"야영장,오토캠핑장","야영장,오토캠핑장"
4953,유원지,유원지
4954,한식,한식
4955,상설시장,상설시장
4956,트래킹,트래킹
4957,바/까페,바/까페
4958,사찰,사찰
4959,약수터,약수터
4960,박물관,박물관
4961,한식,한식
4962,항구/포구,항구/포구
4963,한옥스테이,한옥스테이
4964,한식,한식
4965,고궁,유적지/사적지
4966,한식,한식
4967,"야영장,오토캠핑장","야영장,오토캠핑장"
4968,계곡,계곡
4969,한식,한식
4970,중식,중식
4971,계곡,계곡
4972,테마공원,농.산.어촌 체험
4973,항구/포구,항구/포구
4974,전시관,전시관
4975,도서관,도서관
4976,계곡,계곡
4977,한식,한식
4978,자연생태관광지,자연생태관광지
4979,이색거리,이색거리
4980,바/까페,바/까페
4981,"야영장,오토캠핑장","야영장,오토캠핑장"
4982,미술관/화랑,미술관/화랑
4983,유적지/사적지,유적지/사적지
4984,"야영장,오토캠핑장","야영장,오토캠핑장"
4985,한식,한식
4986,테마공원,테마공원
4987,한식,한식
4988,한식,한식
4989,계곡,자연생태관광지
4990,바/까페,바/까페
4991,펜션,펜션
4992,공원,공원
4993,한식,한식
4994,한식,한식
4995,스키(보드) 렌탈샵,모텔
4996,사찰,사찰
4997,미술관/화랑,미술관/화랑
4998,유적지/사적지,유적지/사적지
4999,농.산.어촌 체험,농.산.어촌 체험
5000,유적지/사적지,유적지/사적지
5001,바/까페,바/까페
5002,문화원,문화원
5003,민속마을,농.산.어촌 체험
5004,래프팅,래프팅
5005,"야영장,오토캠핑장","야영장,오토캠핑장"
5006,일반축제,일반축제
5007,계곡,계곡
5008,수련시설,수련시설
5009,일식,일식
5010,수련시설,수련시설
5011,트래킹,트래킹
5012,바/까페,바/까페
5013,섬,섬
5014,한식,한식
5015,모텔,모텔
5016,"야영장,오토캠핑장","야영장,오토캠핑장"
5017,한식,한식
5018,"야영장,오토캠핑장",자연휴양림
5019,미술관/화랑,미술관/화랑
5020,한식,한식
5021,섬,섬
5022,문화원,문화원
5023,한식,한식
5024,섬,섬
5025,상설시장,상설시장
5026,농.산.어촌 체험,농.산.어촌 체험
5027,"야영장,오토캠핑장","야영장,오토캠핑장"
5028,"야영장,오토캠핑장","야영장,오토캠핑장"
5029,일반축제,일반축제
5030,한식,한식
5031,한식,한식
5032,유적지/사적지,유적지/사적지
5033,한식,한식
5034,관광단지,관광단지
5035,한식,한식
5036,박물관,박물관
5037,민속마을,민속마을
5038,민물낚시,민물낚시
5039,한식,한식
5040,해수욕장,해수욕장
5041,"야영장,오토캠핑장","야영장,오토캠핑장"
5042,상설시장,상설시장
5043,민물낚시,민물낚시
5044,박물관,박물관
5045,한식,한식
5046,해수욕장,해수욕장
5047,한식,한식
5048,사찰,사찰
5049,한식,한식
5050,한식,한식
5051,한식,한식
5052,"야영장,오토캠핑장","야영장,오토캠핑장"
5053,한식,한식
5054,일반축제,일반축제
5055,항구/포구,항구/포구
5056,도서관,도서관
5057,상설시장,상설시장
5058,미술관/화랑,미술관/화랑
5059,이색거리,자연생태관광지
5060,펜션,모텔
5061,패밀리레스토랑,패밀리레스토랑
5062,"야영장,오토캠핑장","야영장,오토캠핑장"
5063,이색거리,농.산.어촌 체험
5064,펜션,펜션
5065,상설시장,상설시장
5066,헬스투어,한식
5067,한식,한식
5068,"야영장,오토캠핑장","야영장,오토캠핑장"
5069,한식,한식
5070,성,성
5071,박물관,박물관
5072,한식,한식
5073,일반축제,일반축제
5074,농.산.어촌 체험,농.산.어촌 체험
5075,사찰,사찰
5076,펜션,펜션
5077,유적지/사적지,유적지/사적지
5078,한식,한식
5079,한옥스테이,한옥스테이
5080,상설시장,상설시장
5081,서양식,서양식
5082,섬,섬
5083,자연생태관광지,자연생태관광지
5084,성,성
5085,일반축제,일반축제
5086,한옥스테이,한옥스테이
5087,사찰,사찰
5088,모텔,모텔
5089,"공예,공방","공예,공방"
5090,수련시설,수련시설
5091,유적지/사적지,유적지/사적지
5092,5일장,5일장
5093,일반축제,일반축제
5094,일반축제,일반축제
5095,모텔,모텔
5096,산,국립공원
5097,유적지/사적지,유적지/사적지
5098,한식,한식
5099,한식,한식
5100,"야영장,오토캠핑장","야영장,오토캠핑장"
5101,"공예,공방","공예,공방"
5102,"야영장,오토캠핑장","야영장,오토캠핑장"
5103,이색거리,이색거리
5104,한식,한식
5105,"야영장,오토캠핑장","야영장,오토캠핑장"
5106,펜션,펜션
5107,박물관,박물관
5108,한옥스테이,한옥스테이
5109,"야영장,오토캠핑장","야영장,오토캠핑장"
5110,유명건물,유명건물
5111,해수욕장,해수욕장
5112,전문상가,미술관/화랑
5113,공연장,공연장
5114,유적지/사적지,유적지/사적지
5115,펜션,펜션
5116,사찰,사찰
5117,고택,고택
5118,바/까페,바/까페
5119,전문상가,전문상가
5120,모텔,모텔
5121,특산물판매점,전문상가
5122,한식,한식
5123,한식,한식
5124,한식,한식
5125,일반축제,일반축제
5126,상설시장,상설시장
5127,"야영장,오토캠핑장","야영장,오토캠핑장"
5128,모텔,모텔
5129,"야영장,오토캠핑장","야영장,오토캠핑장"
5130,서양식,서양식
5131,일반축제,일반축제
5132,공연장,공연장
5133,자연생태관광지,자연휴양림
5134,한식,한식
5135,한옥스테이,한옥스테이
5136,서양식,서양식
5137,농.산.어촌 체험,농.산.어촌 체험
5138,펜션,펜션
5139,한식,한식
5140,문화전수시설,문화전수시설
5141,"공예,공방","공예,공방"
5142,생가,생가
5143,스키(보드) 렌탈샵,스키(보드) 렌탈샵
5144,한식,한식
5145,한식,한식
5146,항구/포구,항구/포구
5147,유원지,유원지
5148,한식,한식
5149,민속마을,민속마을
5150,펜션,펜션
5151,상설시장,상설시장
5152,유적지/사적지,유적지/사적지
5153,기타,농.산.어촌 체험
5154,사찰,사찰
5155,유명건물,유명건물
5156,상설시장,전문상가
5157,바/까페,바/까페
5158,트래킹,트래킹
5159,이색거리,이색거리
5160,한식,한식
5161,자연생태관광지,자연생태관광지
5162,바다낚시,바다낚시
5163,골프,골프
5164,유적지/사적지,유적지/사적지
5165,한옥스테이,한옥스테이
5166,한식,한식
5167,복합 레포츠,래프팅
5168,유적지/사적지,유적지/사적지
5169,공원,공원
5170,바/까페,바/까페
5171,골프,골프
5172,한식,한식
5173,다리/대교,다리/대교
5174,한식,한식
5175,한식,한식
5176,"야영장,오토캠핑장","야영장,오토캠핑장"
5177,일반축제,일반축제
5178,수목원,수목원
5179,섬,섬
5180,유적지/사적지,유적지/사적지
5181,한식,한식
5182,성,성
5183,중식,중식
5184,농.산.어촌 체험,농.산.어촌 체험
5185,상설시장,상설시장
5186,유적지/사적지,유적지/사적지
5187,"야영장,오토캠핑장","야영장,오토캠핑장"
5188,"야영장,오토캠핑장","야영장,오토캠핑장"
5189,한식,한식
5190,일식,일식
5191,전문상가,전문상가
5192,펜션,펜션
5193,수목원,수목원
5194,항구/포구,항구/포구
5195,섬,해수욕장
5196,서양식,서양식
5197,테마공원,테마공원
5198,한식,한식
5199,농.산.어촌 체험,희귀동.식물
5200,안보관광,유명건물
5201,"야영장,오토캠핑장","야영장,오토캠핑장"
5202,수목원,수목원
5203,한식,한식
5204,5일장,5일장
5205,스키(보드) 렌탈샵,스키(보드) 렌탈샵
